purchaseID,itemId,buyDate,sessionId
671,3,"2022-06-05 12:37:41",6354
672,1,"2022-09-25 12:12:33",6396
673,2,"2022-09-26 08:22:11",6399
674,1,"2022-03-07 12:43:40",6417
675,2,"2022-06-09 06:03:06",6425
676,1,"2022-06-09 22:28:19",6428
677,1,"2022-07-01 15:02:10",6436
678,5,"2022-07-04 05:56:27",6475
679,1,"2022-07-05 09:56:46",6480
680,2,"2022-07-05 16:27:07",6482
681,1,"2022-07-07 09:45:43",6490
682,2,"2022-09-07 07:22:25",6518
683,1,"2022-09-07 19:07:09",6521
684,1,"2022-09-07 23:47:14",6522
685,3,"2022-09-08 02:04:42",6523
686,2,"2022-03-25 15:59:22",6524
687,2,"2022-03-28 16:34:28",6526
688,1,"2022-06-15 10:52:23",6533
689,3,"2022-06-15 12:52:16",6534
690,1,"2022-06-16 14:19:13",6539
691,3,"2022-06-17 21:51:10",6546
692,2,"2022-08-26 03:00:58",6555
693,1,"2022-08-26 08:04:54",6557
694,2,"2022-08-26 19:24:37",6559
695,1,"2022-08-27 19:24:23",6564
696,1,"2022-08-28 03:12:41",6567
